amount,hour_of_day,day_of_week,is_online,merchant_risk,country_risk,customer_age_days,transaction_count_24h,amount_zscore,distance_from_home,device_age_days,is_new_device,distinct_merchants_24h,time_since_last_txn_hours,is_fraud
212.75,18,1,1,0.4061,0.4721,882,2,-0.092,44.3,249,0,2,8.372,0
55.34,9,2,0,0.2787,0.1374,971,3,0.979,2.4,191,0,2,7.573,0
56.21,20,1,0,0.186,0.1374,886,0,0.563,14.5,230,0,3,5.046,0
275.01,9,2,0,0.2001,0.1516,582,1,-0.043,11.8,258,1,1,9.817,0
53.4,20,1,1,0.2239,0.184,476,1,0.16,53.4,213,0,0,38.564,0
73.08,18,6,0,0.095,0.15,1513,4,0.329,5.9,235,1,2,6.532,0
22.62,11,0,1,0.222,0.1004,1122,1,-0.042,18.7,377,0,0,33.199,0
177.78,18,4,1,0.3746,0.1023,785,2,0.118,7.7,325,0,1,1.392,0
1632.03,15,1,1,0.804,0.8567,58,4,2.721,185.5,2,0,2,0.044,1
53.06,17,4,0,0.2427,0.2604,836,1,-0.743,2.0,70,0,4,11.154,0
438.31,20,1,1,0.4967,0.1339,686,2,1.485,34.0,245,0,4,2.41,0
197.73,10,6,0,0.1371,0.0873,1077,1,-1.296,14.7,193,0,1,6.911,0
267.17,21,2,0,0.134,0.1001,1339,2,-1.921,46.0,88,0,1,22.572,0
38.5,19,1,1,0.0981,0.2397,1313,1,-0.442,6.6,58,0,0,11.143,0
479.96,8,2,1,0.1138,0.2598,576,2,1.324,15.4,334,0,1,3.807,0
96.57,19,2,1,0.0428,0.1336,879,6,-0.349,10.4,328,0,3,43.915,0
177.35,8,2,0,0.275,0.2022,1095,2,0.102,43.5,400,0,0,20.621,0
113.62,13,2,0,0.1772,0.1196,878,2,0.705,18.8,163,0,4,34.323,0
147.1,16,0,0,0.1536,0.1094,1109,3,0.908,36.2,215,0,2,0.874,0
288.57,12,1,0,0.2774,0.0784,783,4,-3.062,16.4,285,1,0,2.333,0
330.89,13,0,0,0.0624,0.0461,566,2,-1.505,18.6,99,0,0,5.834,0
383.26,12,6,1,0.1557,0.0536,683,1,-0.847,46.2,91,0,0,3.186,0
163.03,11,5,1,0.3074,0.1072,251,2,-2.324,10.1,226,0,1,13.607,0
168.43,9,4,1,0.3463,0.3629,522,3,1.09,1.0,166,0,1,0.923,0
28.26,19,2,0,0.1465,0.1719,1157,4,1.005,0.8,44,0,2,13.053,0
142.22,12,4,1,0.3418,0.2173,902,1,0.411,10.2,156,1,2,20.136,0
564.15,18,6,1,0.1652,0.1066,518,2,1.124,45.7,161,0,0,1.522,0
277.47,13,5,1,0.3631,0.2517,700,5,-0.968,5.5,140,0,1,2.457,0
78.26,12,5,0,0.0364,0.2527,691,1,-0.238,8.6,141,0,1,5.964,0
14.54,18,2,1,0.0447,0.1134,404,2,0.4,15.1,362,0,0,29.601,0
155.42,22,0,1,0.2485,0.108,384,1,-0.498,16.2,261,0,1,1.234,0
140.01,11,3,1,0.1485,0.1159,511,4,0.244,8.9,308,0,1,17.586,0
273.88,20,1,1,0.623,0.745,57,7,2.995,1568.3,1,1,6,0.543,1
89.19,16,4,1,0.286,0.1306,485,2,-0.221,22.7,277,0,0,5.69,0
737.84,11,2,0,0.0169,0.1087,820,2,-0.091,39.0,436,0,3,28.738,0
29.55,18,3,0,0.328,0.1525,380,0,0.9,15.0,241,0,1,6.464,0
75.36,9,0,1,0.243,0.2365,797,1,-0.586,2.9,130,0,1,13.586,0
184.2,17,2,1,0.2417,0.126,731,2,0.98,16.2,280,0,3,13.057,0
51.65,19,2,0,0.3591,0.3734,687,0,0.958,15.4,152,0,3,6.934,0
281.61,19,0,1,0.3034,0.0529,1151,5,-0.836,38.7,204,0,0,0.449,0
77.27,16,3,1,0.3038,0.2478,336,2,0.225,52.9,259,0,1,13.785,0
82.41,17,1,0,0.1358,0.4355,399,3,1.12,24.0,227,1,2,10.812,0
17.43,12,0,1,0.2761,0.3462,666,0,-0.298,12.4,333,0,2,1.851,0
69.43,16,2,0,0.153,0.1712,572,2,-0.252,14.2,242,0,2,6.223,0
455.98,12,5,1,0.0366,0.0794,270,1,0.383,59.7,240,0,3,10.379,0
84.39,11,2,1,0.187,0.0911,1241,1,1.503,17.2,116,0,1,4.431,0
47.25,13,1,1,0.2971,0.1123,882,1,-0.157,7.4,157,0,1,34.389,0
80.79,11,0,1,0.1603,0.1509,1092,3,-1.571,9.6,129,0,1,2.71,0
277.27,10,6,0,0.2289,0.1151,318,3,-0.099,4.3,292,0,2,12.253,0
250.32,12,1,0,0.2884,0.0738,745,4,-0.202,32.0,202,0,2,7.475,0
94.58,18,1,1,0.1853,0.0343,478,5,-1.003,7.2,112,0,2,16.88,0
80.64,14,6,0,0.3104,0.2459,545,2,-0.543,44.6,256,1,1,11.148,0
47.12,11,4,1,0.0178,0.2506,1242,0,1.662,8.8,132,1,4,19.535,0
84.69,10,3,1,0.2707,0.076,390,1,1.177,19.8,426,0,2,21.089,0
96.95,12,3,1,0.1072,0.3168,974,1,0.192,12.1,208,0,1,6.767,0
110.06,14,2,1,0.3745,0.0889,585,4,0.772,30.4,385,0,1,1.004,0
393.96,10,0,0,0.0229,0.0876,307,2,-0.228,3.4,249,0,2,0.592,0
280.5,21,1,1,0.3132,0.1725,491,0,-1.193,16.0,289,0,1,5.549,0
207.98,13,4,1,0.0532,0.2249,297,2,0.364,21.4,159,1,2,3.682,0
394.4,18,3,1,0.0476,0.3746,696,2,1.128,2.8,209,0,0,37.235,0
100.06,17,2,0,0.476,0.1646,770,3,0.956,0.7,238,0,2,4.503,0
371.13,10,2,1,0.1466,0.2135,488,2,-0.228,29.4,86,0,1,9.078,0
444.66,12,1,0,0.053,0.3203,761,3,1.754,32.5,194,0,0,1.179,0
239.2,20,2,1,0.1136,0.1798,376,4,0.664,14.3,189,0,0,36.39,0
238.01,11,4,1,0.2498,0.0769,402,2,-1.269,14.7,552,0,0,14.293,0
371.68,18,2,0,0.2509,0.0937,1030,4,-0.254,20.8,170,0,2,7.157,0
232.32,20,3,1,0.1202,0.2509,326,2,0.931,4.6,177,0,2,11.363,0
80.46,17,4,1,0.0398,0.0848,778,1,-0.492,2.3,120,0,1,26.378,0
53.32,11,5,1,0.5755,0.0163,483,0,-0.509,33.8,136,0,2,11.105,0
232.63,19,4,0,0.1786,0.1237,600,0,-0.732,13.2,105,0,2,9.693,0
75.96,11,2,1,0.1985,0.2083,1265,5,1.439,33.4,272,0,1,3.27,0
156.0,20,2,1,0.2177,0.2712,491,1,1.261,17.7,172,0,1,31.156,0
131.49,19,3,1,0.0725,0.1089,838,0,0.079,16.4,195,0,0,3.522,0
543.3,12,1,1,0.0542,0.062,834,1,-1.047,14.9,149,0,0,10.926,0
1210.23,19,2,1,0.0255,0.1241,541,3,-0.224,1.5,497,0,2,0.771,0
227.9,7,6,1,0.0639,0.1237,632,2,0.421,10.1,106,0,1,22.689,0
359.99,18,2,1,0.1182,0.3471,994,3,0.082,2.0,201,0,6,7.24,0
145.44,12,6,0,0.337,0.0872,559,4,-1.169,0.9,366,0,1,15.119,0
279.92,12,1,1,0.0784,0.0964,457,3,1.745,23.4,215,0,0,1.864,0
140.18,19,0,1,0.2813,0.1493,819,4,-0.745,15.2,299,0,2,19.884,0
499.15,14,2,0,0.0635,0.165,429,1,0.472,2.4,183,0,3,16.583,0
136.96,15,4,0,0.1421,0.3239,852,1,1.812,20.3,262,0,2,12.582,0
135.55,20,2,1,0.0524,0.0736,471,0,-1.446,5.5,158,0,2,10.051,0
48.29,9,3,1,0.2439,0.2332,196,2,0.136,18.3,92,0,0,24.691,0
248.73,11,4,1,0.2057,0.2357,396,4,0.544,12.4,430,0,1,13.747,0
6439.45,20,0,1,0.7329,0.4411,47,11,3.477,1286.1,20,1,6,0.135,1
169.88,13,0,1,0.0967,0.0143,611,3,-0.9,10.8,310,0,2,3.816,0
212.74,19,6,1,0.0621,0.208,580,2,-0.886,38.1,245,0,2,11.266,0
17.7,14,1,1,0.2262,0.2711,436,1,1.699,25.2,256,0,3,10.69,0
715.69,11,0,1,0.3755,0.1165,1041,0,-2.638,13.4,385,0,2,7.092,0
1119.37,13,2,1,0.5415,0.4641,22,11,2.042,614.4,25,0,7,0.22,1
39.06,11,5,0,0.1307,0.384,292,2,0.356,1.0,204,0,2,17.476,0
288.08,10,1,1,0.1122,0.542,378,0,-0.501,10.5,273,1,1,27.526,0
285.46,18,0,1,0.0688,0.1897,664,1,0.5,6.3,178,0,0,18.277,0
492.96,12,4,0,0.0947,0.1614,637,4,0.092,23.3,83,0,1,8.347,0
73.99,11,2,1,0.0986,0.2066,590,1,0.54,25.8,204,0,1,6.442,0
205.9,10,1,1,0.3236,0.2672,1030,2,-1.398,4.1,150,0,1,0.263,0
158.78,13,3,0,0.2297,0.0268,951,5,1.444,9.8,219,1,2,14.046,0
154.87,12,4,1,0.0681,0.1437,499,1,-0.934,14.9,273,0,3,3.28,0
179.12,10,2,0,0.2231,0.07,355,2,-0.409,42.3,144,0,2,0.604,0
110.7,9,5,1,0.2784,0.0791,483,3,-1.835,39.1,472,0,0,5.215,0
187.57,9,3,1,0.386,0.2543,575,2,-0.871,14.4,215,0,3,5.505,0
272.5,12,2,1,0.1596,0.0881,666,1,0.891,21.3,244,0,2,3.559,0
195.8,12,2,1,0.1205,0.2041,555,3,-0.492,25.5,296,0,0,9.258,0
203.23,15,0,1,0.1286,0.0501,648,1,-1.194,19.9,106,0,3,7.39,0
147.98,17,3,0,0.281,0.1675,967,4,0.088,1.3,132,0,1,21.341,0
121.97,17,4,1,0.3205,0.0711,585,2,0.142,33.1,347,0,0,1.075,0
46.46,20,2,1,0.069,0.0895,845,0,0.295,16.0,45,0,0,11.92,0
190.1,19,5,1,0.1079,0.1091,743,1,0.376,44.5,214,0,1,2.976,0
346.52,17,1,0,0.1089,0.0425,1165,2,-0.528,17.3,175,0,1,18.196,0
207.49,20,4,1,0.1375,0.0635,923,2,1.677,13.4,142,0,1,3.13,0
85.9,18,6,0,0.0757,0.0311,702,0,-0.25,3.3,141,0,1,10.566,0
408.74,12,2,0,0.1257,0.3011,590,1,-1.277,1.9,129,0,2,5.843,0
108.42,19,5,0,0.2439,0.161,978,3,-0.08,26.5,259,0,0,32.755,0
161.71,19,3,1,0.0553,0.0692,804,2,0.499,8.4,134,0,5,8.421,0
391.92,13,0,1,0.2697,0.0688,936,1,-0.119,15.5,56,0,2,36.122,0
357.74,11,3,0,0.2193,0.3177,764,1,-0.102,1.8,108,0,5,9.585,0
260.68,18,1,0,0.1204,0.0581,465,2,0.736,9.1,338,1,1,4.384,0
494.69,19,1,1,0.3933,0.011,759,0,-0.016,4.2,218,0,0,10.252,0
110.62,12,6,0,0.4879,0.1044,620,3,-0.366,53.2,289,0,0,6.301,0
23.78,19,1,1,0.0619,0.1092,1255,1,-1.609,61.6,211,0,0,1.674,0
242.14,10,0,0,0.1299,0.1704,812,1,-0.016,1.8,194,0,1,3.812,0
519.7,11,3,0,0.0729,0.181,850,1,-0.098,33.4,210,0,2,4.711,0
90.39,19,5,1,0.1485,0.0624,828,0,0.246,5.8,185,0,4,22.244,0
129.26,14,4,1,0.0862,0.0197,835,1,-0.846,28.9,98,0,1,6.691,0
123.2,19,2,1,0.14,0.083,465,2,-0.814,16.6,133,0,0,19.173,0
415.94,12,2,1,0.0781,0.1017,382,2,-2.695,10.4,91,0,3,13.033,0
117.58,15,3,1,0.0605,0.2879,862,2,-0.399,20.7,156,0,1,8.537,0
125.78,12,3,0,0.4276,0.0634,751,2,-0.768,12.5,95,0,1,0.711,0
60.96,19,2,1,0.1275,0.0906,465,2,0.039,3.9,158,0,2,1.062,0
73.39,17,5,0,0.1382,0.0318,746,2,-0.389,15.8,153,0,1,54.324,0
18.77,18,0,0,0.0589,0.1728,724,3,0.122,19.8,311,0,5,7.441,0
119.81,13,0,1,0.1924,0.1882,607,1,-0.028,5.2,42,1,3,33.114,0
116.05,12,5,0,0.034,0.2605,1143,4,-0.256,28.4,334,1,1,3.948,0
91.35,17,6,1,0.3379,0.3672,694,2,0.635,2.0,139,0,1,2.069,0
429.28,17,3,1,0.647,0.2216,601,0,-0.703,11.2,89,0,1,34.341,0
75.77,18,0,1,0.1526,0.1714,725,2,-1.765,1.4,147,0,1,8.404,0
66.22,21,0,0,0.1276,0.0874,769,2,0.316,17.0,146,0,3,6.318,0
50.08,19,4,1,0.1567,0.0352,1006,1,-0.321,17.0,52,0,1,9.898,0
143.45,20,4,0,0.2706,0.0316,629,4,0.709,7.3,60,0,2,20.148,0
301.57,18,4,1,0.0856,0.3123,1014,1,1.361,22.2,240,0,1,11.48,0
92.06,16,3,0,0.148,0.3067,411,1,-0.119,8.3,159,0,1,1.733,0
689.96,11,3,1,0.3289,0.2147,909,2,0.759,5.5,309,0,0,4.066,0
121.19,11,4,1,0.4131,0.1034,633,3,0.575,14.8,295,0,2,3.867,0
491.07,8,0,1,0.3689,0.0778,363,2,-1.091,14.1,51,0,0,22.474,0
73.83,22,4,1,0.0908,0.1822,538,1,0.19,34.7,376,1,2,6.049,0
656.72,19,2,1,0.176,0.2426,898,0,-0.619,26.8,168,0,1,28.017,0
1185.0,10,0,1,0.4109,0.1905,742,1,-0.133,30.3,55,0,4,9.428,0
47.64,13,3,1,0.1811,0.1522,981,1,-1.09,22.2,180,0,3,9.609,0
649.86,19,3,1,0.3432,0.277,624,2,-1.94,61.1,261,0,2,17.343,0
97.02,18,3,1,0.1055,0.1614,661,5,0.111,13.3,317,0,1,7.353,0
63.57,10,0,1,0.163,0.2115,728,2,-0.643,4.3,82,1,2,6.292,0
391.61,13,1,1,0.5514,0.0895,595,1,-1.065,15.6,91,1,2,10.036,0
73.39,18,3,0,0.0272,0.0695,538,0,0.565,18.7,128,0,4,33.544,0
196.65,16,6,1,0.0912,0.169,419,0,0.191,9.7,211,0,4,16.39,0
28.74,21,1,0,0.226,0.1655,821,5,1.889,11.2,106,0,0,16.805,0
332.87,18,5,0,0.2154,0.112,704,1,0.545,4.3,108,0,1,30.835,0
129.47,9,6,1,0.2783,0.1804,810,2,-0.701,22.3,122,0,2,14.724,0
76.56,13,3,1,0.0174,0.1917,632,2,-0.608,13.6,232,0,2,8.757,0
24.17,21,0,0,0.2086,0.4434,820,3,-0.055,15.6,33,0,4,2.427,0
435.21,17,0,1,0.3565,0.179,1031,3,-0.586,0.8,102,0,1,1.264,0
55.99,13,4,0,0.2032,0.0592,608,1,0.921,39.6,170,0,4,11.819,0
445.47,19,2,1,0.3316,0.3423,960,4,1.539,21.4,198,1,0,1.213,0
168.88,19,0,0,0.293,0.0866,637,1,-0.476,14.8,161,0,1,0.235,0
668.46,20,6,0,0.2525,0.1247,274,3,1.429,2.7,65,0,2,4.769,0
87.88,8,1,0,0.0767,0.1003,848,3,-0.857,11.6,197,0,2,0.805,0
346.29,20,4,1,0.0892,0.1128,976,2,1.335,25.6,117,0,2,20.102,0
238.54,9,3,1,0.158,0.3853,623,0,-1.336,2.0,245,0,5,22.081,0
1159.91,9,6,1,0.6216,0.8115,178,11,3.966,339.4,3,1,7,1.257,1
295.01,10,4,0,0.1843,0.4672,750,2,-1.15,23.0,167,0,1,4.547,0
162.07,14,3,1,0.2681,0.2694,521,2,0.598,31.4,397,0,0,12.571,0
678.08,9,4,1,0.3637,0.2237,369,3,0.314,52.1,85,0,3,40.016,0
678.85,21,2,1,0.0993,0.2891,942,2,-0.331,40.7,268,0,6,8.633,0
109.57,18,1,1,0.2175,0.2698,479,3,-0.038,57.0,405,0,0,5.59,0
666.17,18,6,0,0.2709,0.3904,880,3,-0.428,1.8,216,0,2,4.294,0
183.88,16,0,0,0.1248,0.176,390,3,1.06,32.0,40,0,2,21.735,0
306.86,18,5,1,0.0937,0.2267,571,2,0.297,26.2,172,0,2,2.746,0
34.87,16,0,1,0.13,0.2386,1075,1,-1.315,29.1,58,0,1,0.093,0
110.43,11,0,1,0.28,0.1572,282,2,0.425,9.6,236,0,1,5.149,0
189.22,21,6,0,0.2046,0.0296,813,2,-0.07,29.6,55,0,2,30.918,0
720.75,12,3,0,0.3145,0.0393,230,2,1.566,20.8,202,0,1,1.695,0
504.1,10,3,1,0.1012,0.1979,553,3,-1.126,16.0,194,0,3,0.527,0
661.89,19,4,1,0.2694,0.2819,511,3,0.132,2.8,316,1,4,15.823,0
69.98,13,4,0,0.0581,0.2844,674,4,0.877,6.0,61,0,1,38.96,0
33.46,9,3,1,0.2261,0.1274,821,1,0.187,10.1,232,0,3,4.812,0
565.39,19,3,0,0.0783,0.1659,910,2,-1.649,27.4,116,0,1,3.583,0
91.44,17,1,0,0.1439,0.2797,672,2,0.897,10.0,176,0,2,37.906,0
123.11,19,0,1,0.2344,0.2129,332,1,2.783,19.2,264,0,1,32.934,0
378.45,11,3,0,0.4326,0.0266,523,0,0.473,61.5,76,0,2,1.475,0
639.2,20,0,1,0.072,0.2358,517,0,0.466,38.8,315,0,2,50.703,0
82.65,20,2,0,0.3526,0.0833,827,2,-0.851,55.2,115,0,1,45.427,0
46.55,15,3,0,0.2371,0.0772,522,2,-0.151,3.9,531,0,1,14.905,0
162.54,3,4,1,0.0892,0.2582,552,1,-0.721,26.6,146,0,0,12.019,0
100.86,21,1,1,0.0696,0.2122,299,8,-1.182,47.6,330,0,0,15.781,0
115.5,12,5,0,0.0945,0.1453,462,1,-2.357,0.9,166,0,2,16.185,0
98.12,19,4,0,0.1782,0.2682,1298,1,-0.449,28.6,155,1,3,8.633,0
606.37,11,3,1,0.3616,0.0173,612,0,-0.768,3.6,182,0,2,4.812,0
155.16,19,0,0,0.1614,0.2264,886,2,-0.01,34.2,442,0,2,28.572,0
213.57,20,2,1,0.3499,0.333,786,2,-0.92,8.4,168,0,2,66.793,0
182.68,14,2,1,0.167,0.2753,1011,1,-1.795,36.2,45,1,4,6.953,0
275.58,12,2,1,0.3705,0.0164,708,1,-1.465,6.0,75,0,2,2.119,0
94.2,19,1,1,0.1505,0.1147,688,3,-1.58,20.0,249,0,1,0.277,0
640.58,10,5,1,0.1819,0.3582,500,1,0.205,3.0,153,0,1,2.701,0
183.55,8,2,0,0.2678,0.2351,1010,1,-1.648,0.8,187,0,1,7.667,0
135.82,20,0,0,0.2026,0.2247,715,2,-0.375,74.1,62,0,2,7.844,0
127.51,12,4,0,0.3022,0.0494,586,2,-0.501,36.5,115,0,2,6.78,0
133.75,20,6,1,0.3528,0.1439,379,2,-1.232,13.4,153,0,1,5.429,0
1013.04,16,2,0,0.3528,0.0334,628,2,1.212,2.2,212,0,2,17.282,0
466.29,17,3,1,0.2411,0.1912,302,1,0.773,28.0,182,0,3,5.953,0
225.2,21,3,1,0.2394,0.1221,718,3,-1.875,8.6,161,0,1,19.45,0
166.37,12,6,1,0.1355,0.2076,768,2,-0.218,1.1,160,0,4,0.575,0
104.27,13,2,1,0.0419,0.2958,747,5,0.362,17.1,263,0,1,5.405,0
310.15,17,3,1,0.0906,0.152,329,1,-0.365,25.4,189,0,3,4.411,0
207.95,16,1,1,0.1073,0.187,564,3,-0.775,45.9,61,1,1,10.765,0
124.59,21,1,1,0.1701,0.1594,376,2,-1.051,3.0,427,0,1,15.874,0
118.14,18,2,1,0.0933,0.0734,533,1,-0.338,24.4,261,0,0,3.798,0
67.21,8,6,1,0.1265,0.0775,517,3,-0.806,13.6,64,0,3,18.638,0
98.26,19,2,1,0.5061,0.1098,727,1,-1.184,9.4,136,0,0,2.794,0
71.96,18,3,1,0.3232,0.2005,711,3,-0.213,24.1,86,0,2,6.243,0
150.87,16,0,1,0.315,0.249,561,3,-1.04,4.5,211,0,3,1.3,0
94.77,15,2,1,0.1655,0.1482,647,2,-0.635,16.9,224,1,1,29.871,0
84.33,20,6,1,0.2747,0.0136,370,4,0.882,5.7,350,0,1,5.039,0
185.31,9,6,0,0.257,0.0915,1032,1,0.195,52.5,181,0,0,38.118,0
99.36,13,2,1,0.228,0.2473,730,2,0.702,8.9,255,0,3,20.52,0
152.54,12,2,1,0.2944,0.2529,1085,3,-0.168,28.1,232,0,2,16.104,0
617.07,10,3,1,0.2001,0.1222,621,1,-1.207,26.1,252,0,2,5.556,0
86.15,18,0,1,0.2625,0.1078,1814,2,0.312,27.9,49,0,1,24.117,0
30.31,13,2,1,0.3729,0.0699,566,3,2.127,40.4,155,0,1,8.643,0
310.87,13,6,1,0.0364,0.2996,391,2,1.16,17.1,224,0,2,17.895,0
97.17,9,1,1,0.116,0.0653,712,2,0.007,3.2,248,0,1,23.064,0
128.14,16,1,1,0.1849,0.1435,633,5,1.238,10.0,206,0,2,3.562,0
142.66,12,3,1,0.2164,0.052,429,2,-0.109,13.4,248,0,2,18.018,0
733.29,12,2,0,0.211,0.1892,972,2,1.174,10.7,261,0,3,9.472,0
153.57,9,0,0,0.1523,0.1801,1369,1,0.1,26.1,106,0,1,23.208,0
79.1,11,2,0,0.2048,0.2517,737,1,0.739,36.4,311,0,0,4.6,0
186.35,11,1,1,0.3585,0.1024,1128,2,1.384,21.1,345,0,1,25.139,0
302.54,16,2,1,0.5909,0.1909,499,0,0.914,11.2,181,0,2,0.347,0
106.44,15,4,0,0.0933,0.1292,216,3,0.48,15.8,186,0,2,11.121,0
872.51,22,3,1,0.2566,0.1476,708,1,-0.214,41.8,120,0,3,9.784,0
281.69,19,1,0,0.14,0.2294,331,1,1.319,34.0,156,0,1,2.394,0
216.73,18,3,0,0.2668,0.2012,610,3,1.458,7.9,106,1,2,9.353,0
210.43,19,3,0,0.2433,0.0255,496,2,-0.382,29.0,105,0,2,1.51,0
99.54,14,2,0,0.3339,0.1575,1028,1,1.592,12.5,103,0,0,4.178,0
267.65,15,1,1,0.0862,0.1416,543,2,-0.401,2.0,566,0,0,4.977,0
117.7,11,4,0,0.0687,0.0955,741,2,-0.979,57.1,407,0,2,14.895,0
244.47,20,2,0,0.1024,0.3149,502,1,1.616,20.3,68,1,2,11.83,0
301.86,12,1,1,0.2084,0.2375,416,2,-0.022,21.7,408,0,0,30.473,0
153.5,18,4,0,0.1432,0.312,935,3,-0.8,15.8,395,0,0,1.175,0
351.14,19,4,0,0.1847,0.191,495,4,0.068,18.3,181,0,0,33.813,0
67.58,16,6,0,0.3804,0.0512,590,3,0.274,2.5,202,0,2,8.98,0
134.22,13,0,0,0.0678,0.1348,658,3,2.067,6.5,338,0,1,18.118,0
122.32,20,3,1,0.14,0.2168,736,1,-0.094,14.1,137,0,2,3.078,0
325.64,19,2,1,0.1343,0.1819,312,1,1.093,1.4,188,0,1,3.354,0
91.73,18,2,1,0.4618,0.279,333,4,-0.092,15.5,245,0,2,1.262,0
265.53,14,1,1,0.1577,0.3654,543,2,0.354,32.4,273,0,1,7.562,0
96.33,14,0,1,0.1255,0.1886,366,5,-1.03,0.6,155,0,0,19.495,0
1020.71,13,0,1,0.0717,0.1304,793,5,0.23,27.9,271,0,1,16.62,0
176.62,17,6,0,0.49,0.104,566,2,-1.364,20.1,316,0,2,0.19,0
276.09,18,1,0,0.2254,0.1119,651,4,0.842,21.9,146,0,1,2.703,0
288.55,19,2,1,0.2134,0.0484,617,4,0.192,6.7,189,0,2,5.537,0
217.1,11,3,0,0.0458,0.2419,453,2,-2.47,32.9,300,0,1,2.8,0
69.49,18,0,1,0.075,0.0979,1282,1,0.312,25.1,234,0,2,0.196,0
377.67,12,4,0,0.139,0.1414,650,0,1.441,16.9,207,0,1,0.848,0
23.94,9,0,0,0.2229,0.1147,825,1,2.171,16.5,64,0,1,0.026,0
58.81,15,2,1,0.1792,0.0475,545,0,0.848,8.5,392,0,0,4.504,0
307.6,17,0,1,0.3386,0.2339,583,3,-1.305,22.9,171,0,0,5.983,0
149.17,19,3,0,0.1188,0.2434,622,0,0.184,10.3,129,0,4,46.909,0
94.64,20,5,1,0.2667,0.1678,583,3,-0.47,30.5,99,0,1,15.992,0
173.34,19,5,1,0.0595,0.1865,820,1,1.515,14.3,74,0,1,1.431,0
341.79,12,5,0,0.2922,0.0491,466,3,-0.769,41.6,356,0,2,0.652,0
77.97,11,0,1,0.2156,0.5559,455,3,0.072,13.5,369,0,2,21.1,0
289.05,12,1,1,0.3686,0.0548,1115,2,0.873,11.1,139,1,1,9.626,0
133.87,20,3,1,0.0872,0.0764,1089,1,2.153,13.2,182,0,0,14.005,0
323.12,9,4,1,0.0376,0.1985,656,1,0.345,30.1,464,1,2,8.357,0
268.96,19,4,0,0.285,0.1256,772,0,-1.807,3.1,90,0,1,18.066,0
109.27,19,1,1,0.4766,0.2235,1083,6,-0.756,35.5,108,0,1,0.89,0
136.64,14,6,1,0.0618,0.1079,953,6,-0.747,25.9,192,1,0,17.316,0
1635.81,7,1,1,0.613,0.8018,48,8,1.9,773.0,21,1,7,0.298,1
61.36,16,4,1,0.2122,0.1389,1133,2,-1.544,12.2,176,0,3,16.015,0
101.55,8,6,1,0.2296,0.0315,585,2,0.13,26.8,274,0,2,4.361,0
59.15,9,5,1,0.0786,0.2189,892,0,-0.188,0.1,110,0,1,8.156,0
79.07,13,2,1,0.1925,0.1618,563,5,-0.798,13.4,307,0,0,20.926,0
653.48,20,2,1,0.5438,0.6402,30,5,0.412,72.4,33,0,3,0.54,1
223.99,18,5,1,0.2549,0.2301,958,0,0.387,48.9,201,0,2,0.997,0
217.23,15,1,1,0.2553,0.0916,274,0,1.072,10.3,175,0,1,17.674,0
392.84,12,0,1,0.0502,0.233,679,1,-0.895,33.7,174,0,0,10.954,0
39.85,13,3,0,0.1828,0.1502,1020,4,0.203,3.2,235,0,1,10.075,0
247.27,20,0,1,0.1559,0.1525,1192,1,-0.165,27.6,309,0,2,1.981,0
37.78,12,0,0,0.2333,0.0306,994,3,-0.452,24.0,246,0,4,9.843,0
573.99,18,0,1,0.264,0.1793,1084,3,2.027,23.1,194,1,2,13.35,0
365.1,19,0,0,0.1646,0.1434,662,2,0.238,1.7,255,1,1,13.157,0
76.24,20,2,0,0.0926,0.2166,267,3,-1.196,24.6,243,0,1,5.355,0
750.24,19,1,1,0.208,0.0446,493,2,-0.926,17.3,111,0,4,6.903,0
146.65,12,0,0,0.1308,0.077,925,0,-1.266,12.4,52,1,1,15.761,0
136.53,18,4,0,0.2611,0.1514,520,2,-1.101,16.1,127,0,1,15.279,0
631.86,11,0,1,0.2934,0.3785,707,4,0.951,32.0,179,0,0,6.22,0
79.72,20,1,1,0.4516,0.1927,1103,2,0.668,88.4,137,0,1,11.726,0
75.15,11,2,1,0.265,0.1401,1729,3,-0.633,2.1,276,0,2,4.495,0
117.49,11,1,0,0.0291,0.1309,575,3,0.068,5.4,93,0,1,14.67,0
69.15,16,5,1,0.349,0.3096,863,4,0.941,6.8,132,0,2,1.673,0
41.61,18,2,0,0.3395,0.2904,846,1,0.274,3.9,58,0,1,19.897,0
436.16,10,1,0,0.0406,0.1479,1080,2,0.412,3.1,580,0,2,2.889,0
74.26,18,0,0,0.154,0.1381,595,2,0.377,16.4,165,0,4,11.456,0
153.54,9,5,0,0.3305,0.1072,684,1,-0.249,6.7,80,1,1,3.281,0
136.33,17,2,0,0.122,0.4621,725,0,-0.205,33.6,88,0,0,0.813,0
174.66,12,6,0,0.2221,0.1733,979,2,1.914,2.9,179,0,1,11.43,0
53.43,18,0,0,0.1531,0.0967,414,1,-0.596,11.3,181,0,3,9.916,0
387.27,19,3,1,0.1927,0.1959,1341,1,0.899,13.2,169,0,3,7.512,0
174.32,19,1,0,0.2066,0.1735,716,2,0.051,5.4,222,0,1,1.636,0
32.82,10,3,0,0.0931,0.1968,502,1,-0.373,36.5,225,0,0,15.321,0
114.48,19,4,1,0.2145,0.051,842,1,0.301,28.2,24,0,1,15.028,0
331.52,18,4,0,0.2677,0.1116,530,2,-2.265,27.2,147,0,2,4.893,0
